image_id,file_name,split,n_person,n_car,n_truck,has_person,has_car,has_truck,sampled_for
390087,000000390087.jpg,train,0,0,3,0,0,1,truck
29639,000000029639.jpg,train,7,2,1,1,1,1,truck
259022,000000259022.jpg,train,2,13,0,1,1,0,car
488403,000000488403.jpg,train,0,10,0,0,1,0,car
488406,000000488406.jpg,train,0,3,0,0,1,0,car
406488,000000406488.jpg,train,8,4,1,1,1,1,car
422877,000000422877.jpg,train,2,6,0,1,1,0,car
455651,000000455651.jpg,train,2,0,0,1,0,0,person
160740,000000160740.jpg,train,14,5,1,1,1,1,truck
504813,000000504813.jpg,train,2,0,0,1,0,0,person
406509,000000406509.jpg,train,3,0,0,1,0,0,person
242673,000000242673.jpg,train,10,14,1,1,1,1,truck
226294,000000226294.jpg,train,1,0,0,1,0,0,person
127997,000000127997.jpg,train,0,1,2,0,1,1,truck
439306,000000439306.jpg,train,1,0,2,1,0,1,truck
504843,000000504843.jpg,train,1,0,0,1,0,0,person
95243,000000095243.jpg,train,0,2,1,0,1,1,truck
291854,000000291854.jpg,train,5,0,0,1,0,0,person
209935,000000209935.jpg,train,2,2,0,1,1,0,car
554010,000000554010.jpg,train,1,1,0,1,1,0,person
308253,000000308253.jpg,train,1,1,0,1,1,0,car
341027,000000341027.jpg,train,7,6,0,1,1,0,car
324643,000000324643.jpg,train,1,1,0,1,1,0,car
390182,000000390182.jpg,train,1,0,0,1,0,0,person
46118,000000046118.jpg,train,0,4,1,0,1,1,truck
95273,000000095273.jpg,train,1,0,0,1,0,0,person
521259,000000521259.jpg,val,14,1,1,1,1,1,truck
226350,000000226350.jpg,train,2,0,1,1,0,1,person
357428,000000357428.jpg,train,4,2,1,1,1,1,car
308276,000000308276.jpg,train,11,3,1,1,1,1,truck
324663,000000324663.jpg,train,1,0,0,1,0,0,person
242762,000000242762.jpg,train,4,10,2,1,1,1,truck
226380,000000226380.jpg,train,7,4,1,1,1,1,truck
373846,000000373846.jpg,train,4,0,4,1,0,1,truck
570457,000000570457.jpg,train,2,0,0,1,0,0,person
455776,000000455776.jpg,train,2,0,0,1,0,0,person
242789,000000242789.jpg,train,1,0,0,1,0,0,person
324709,000000324709.jpg,train,3,0,2,1,0,1,truck
29799,000000029799.jpg,train,3,0,0,1,0,0,person
144497,000000144497.jpg,train,0,3,1,0,1,1,car
259186,000000259186.jpg,train,4,2,0,1,1,0,car
226417,000000226417.jpg,val,10,1,0,1,1,0,car
193649,000000193649.jpg,train,8,3,3,1,1,1,truck
488567,000000488567.jpg,train,0,2,0,0,1,0,car
308349,000000308349.jpg,train,14,0,0,1,0,0,person
406657,000000406657.jpg,train,0,2,0,0,1,0,car
210050,000000210050.jpg,train,10,9,0,1,1,0,person
210052,000000210052.jpg,train,6,1,0,1,1,0,car
95371,000000095371.jpg,train,9,0,1,1,0,1,truck
390288,000000390288.jpg,train,2,4,0,1,1,0,car
242832,000000242832.jpg,train,1,0,0,1,0,0,person
160913,000000160913.jpg,train,1,0,0,1,0,0,person
472211,000000472211.jpg,train,11,0,0,1,0,0,person
341137,000000341137.jpg,train,0,3,1,0,1,1,truck
226455,000000226455.jpg,train,8,0,0,1,0,0,person
111768,000000111768.jpg,train,2,2,1,1,1,1,truck
210077,000000210077.jpg,train,2,0,0,1,0,0,person
210080,000000210080.jpg,train,2,0,0,1,0,0,person
177319,000000177319.jpg,train,12,5,0,1,1,0,person
472234,000000472234.jpg,train,3,0,0,1,0,0,person
341164,000000341164.jpg,train,1,0,0,1,0,0,person
275631,000000275631.jpg,train,13,5,1,1,1,1,truck
357552,000000357552.jpg,train,5,1,0,1,1,0,car
111801,000000111801.jpg,train,0,0,1,0,0,1,truck
472250,000000472250.jpg,train,2,0,1,1,0,1,person
46269,000000046269.jpg,train,1,1,0,1,1,0,car
111811,000000111811.jpg,train,0,6,2,0,1,1,car
160968,000000160968.jpg,train,14,0,0,1,0,0,person
259277,000000259277.jpg,train,1,0,0,1,0,0,person
160974,000000160974.jpg,train,1,0,1,1,0,1,truck
439509,000000439509.jpg,train,2,3,0,1,1,0,person
226518,000000226518.jpg,train,0,4,3,0,1,1,truck
226528,000000226528.jpg,train,3,1,0,1,1,0,car
390368,000000390368.jpg,train,2,8,3,1,1,1,truck
62690,000000062690.jpg,train,2,0,0,1,0,0,person
79083,000000079083.jpg,train,5,3,1,1,1,1,truck
357613,000000357613.jpg,train,2,4,0,1,1,0,car
341230,000000341230.jpg,train,2,0,1,1,0,1,truck
161010,000000161010.jpg,train,4,12,2,1,1,1,car
472309,000000472309.jpg,train,1,0,0,1,0,0,person
29943,000000029943.jpg,train,2,0,0,1,0,0,person
472316,000000472316.jpg,train,14,0,0,1,0,0,person
95486,000000095486.jpg,train,4,0,0,1,0,0,person
177407,000000177407.jpg,train,1,0,0,1,0,0,person
521471,000000521471.jpg,train,2,0,1,1,0,1,truck
554241,000000554241.jpg,train,14,1,0,1,1,0,car
275718,000000275718.jpg,train,1,0,0,1,0,0,person
226567,000000226567.jpg,train,0,1,6,0,1,1,car
128264,000000128264.jpg,train,1,4,0,1,1,0,car
455959,000000455959.jpg,train,4,0,0,1,0,0,person
95516,000000095516.jpg,train,0,0,1,0,0,1,truck
292125,000000292125.jpg,train,1,2,0,1,1,0,car
275741,000000275741.jpg,train,9,3,1,1,1,1,car
537887,000000537887.jpg,train,8,5,2,1,1,1,car
324893,000000324893.jpg,train,1,0,0,1,0,0,person
161060,000000161060.jpg,train,2,0,0,1,0,0,person
488747,000000488747.jpg,train,2,0,0,1,0,0,person
161071,000000161071.jpg,train,2,1,0,1,1,0,car
472367,000000472367.jpg,train,1,0,0,1,0,0,person
406839,000000406839.jpg,train,1,2,1,1,1,1,person
374072,000000374072.jpg,train,1,1,0,1,1,0,person
292156,000000292156.jpg,train,2,0,0,1,0,0,person
488764,000000488764.jpg,train,0,0,1,0,0,1,truck
177470,000000177470.jpg,train,5,0,0,1,0,0,person
439615,000000439615.jpg,train,13,1,0,1,1,0,car
144706,000000144706.jpg,val,0,2,1,0,1,1,car
46408,000000046408.jpg,train,0,6,2,0,1,1,truck
505163,000000505163.jpg,train,14,0,0,1,0,0,person
193867,000000193867.jpg,train,14,14,5,1,1,1,truck
390482,000000390482.jpg,train,6,0,1,1,0,1,person
111955,000000111955.jpg,train,1,14,0,1,1,0,car
259414,000000259414.jpg,train,2,0,0,1,0,0,person
488792,000000488792.jpg,train,3,2,1,1,1,1,truck
292188,000000292188.jpg,train,2,1,1,1,1,1,truck
324958,000000324958.jpg,train,6,8,0,1,1,0,person
128351,000000128351.jpg,train,1,3,2,1,1,1,car+truck
210273,000000210273.jpg,val,13,14,0,1,1,0,car
259426,000000259426.jpg,train,0,2,0,0,1,0,car
111969,000000111969.jpg,train,6,0,0,1,0,0,person
226662,000000226662.jpg,val,2,0,0,1,0,0,person
226664,000000226664.jpg,train,0,1,1,0,1,1,truck
128372,000000128372.jpg,val,9,1,0,1,1,0,car
275830,000000275830.jpg,train,0,4,0,0,1,0,car
374135,000000374135.jpg,train,12,0,2,1,0,1,truck
275835,000000275835.jpg,train,0,1,1,0,1,1,car
472452,000000472452.jpg,train,10,3,1,1,1,1,truck
324999,000000324999.jpg,train,5,6,0,1,1,0,car
406920,000000406920.jpg,train,0,13,1,0,1,1,truck
554377,000000554377.jpg,train,0,1,0,0,1,0,car
226705,000000226705.jpg,train,1,2,0,1,1,0,car
538003,000000538003.jpg,train,1,0,0,1,0,0,person
488857,000000488857.jpg,train,1,1,1,1,1,1,car
46492,000000046492.jpg,train,2,0,0,1,0,0,person
374174,000000374174.jpg,train,14,2,1,1,1,1,car
325031,000000325031.jpg,val,14,0,0,1,0,0,person
390567,000000390567.jpg,train,0,2,2,0,1,1,truck
95659,000000095659.jpg,train,12,0,0,1,0,0,person
193968,000000193968.jpg,train,2,0,0,1,0,0,person
325042,000000325042.jpg,train,1,0,1,1,0,1,truck
357819,000000357819.jpg,train,6,0,2,1,0,1,truck
144831,000000144831.jpg,train,0,2,2,0,1,1,car
308672,000000308672.jpg,train,1,1,0,1,1,0,car
62915,000000062915.jpg,train,0,0,6,0,0,1,truck
144836,000000144836.jpg,train,5,0,0,1,0,0,person
325065,000000325065.jpg,train,6,1,1,1,1,1,person+truck
210378,000000210378.jpg,train,12,0,2,1,0,1,truck
259535,000000259535.jpg,train,6,1,0,1,1,0,car
243153,000000243153.jpg,train,4,2,2,1,1,1,truck
161234,000000161234.jpg,train,14,3,1,1,1,1,car
456155,000000456155.jpg,train,1,4,1,1,1,1,truck
161246,000000161246.jpg,train,2,4,0,1,1,0,car
62942,000000062942.jpg,train,0,1,1,0,1,1,car
259553,000000259553.jpg,train,2,1,4,1,1,1,truck
357860,000000357860.jpg,train,1,0,1,1,0,1,truck
341487,000000341487.jpg,train,11,0,1,1,0,1,truck
226801,000000226801.jpg,train,0,13,4,0,1,1,truck
259571,000000259571.jpg,val,14,0,1,1,0,1,truck
390644,000000390644.jpg,train,1,0,0,1,0,0,person
570874,000000570874.jpg,train,3,1,0,1,1,0,car
79354,000000079354.jpg,train,1,0,0,1,0,0,person
79355,000000079355.jpg,train,0,0,1,0,0,1,truck
79357,000000079357.jpg,train,14,4,1,1,1,1,car+person
341503,000000341503.jpg,train,2,5,1,1,1,1,car
505343,000000505343.jpg,train,0,4,1,0,1,1,truck
505347,000000505347.jpg,train,1,0,3,1,0,1,truck
456197,000000456197.jpg,train,7,0,0,1,0,0,person
456199,000000456199.jpg,train,9,0,0,1,0,0,person
243207,000000243207.jpg,train,9,0,1,1,0,1,truck
521739,000000521739.jpg,train,3,1,0,1,1,0,car
243212,000000243212.jpg,train,2,3,1,1,1,1,truck
390675,000000390675.jpg,train,4,0,0,1,0,0,person
423454,000000423454.jpg,train,0,4,3,0,1,1,car+truck
79392,000000079392.jpg,train,7,3,2,1,1,1,car
13868,000000013868.jpg,train,8,0,0,1,0,0,person
95789,000000095789.jpg,train,1,0,0,1,0,0,person
63022,000000063022.jpg,train,2,0,0,1,0,0,person
259629,000000259629.jpg,train,4,2,2,1,1,1,truck
30261,000000030261.jpg,train,2,0,0,1,0,0,person
357944,000000357944.jpg,train,0,1,1,0,1,1,car
259640,000000259640.jpg,val,9,0,1,1,0,1,truck
63049,000000063049.jpg,train,4,2,0,1,1,0,person
423502,000000423502.jpg,train,1,0,0,1,0,0,person
259665,000000259665.jpg,train,4,4,0,1,1,0,car
554579,000000554579.jpg,val,3,0,0,1,0,0,person
521822,000000521822.jpg,train,1,0,0,1,0,0,person
276063,000000276063.jpg,train,3,5,3,1,1,1,car+person
357984,000000357984.jpg,train,1,2,0,1,1,0,car
325220,000000325220.jpg,train,14,4,0,1,1,0,person
161383,000000161383.jpg,train,3,0,0,1,0,0,person
194153,000000194153.jpg,train,14,0,0,1,0,0,person
95850,000000095850.jpg,train,14,5,2,1,1,1,truck
128632,000000128632.jpg,train,14,1,0,1,1,0,car
30340,000000030340.jpg,train,2,1,0,1,1,0,car
489093,000000489093.jpg,train,1,0,0,1,0,0,person
95879,000000095879.jpg,train,0,1,1,0,1,1,truck
46729,000000046729.jpg,train,13,1,1,1,1,1,car
423588,000000423588.jpg,train,4,0,0,1,0,0,person
571051,000000571051.jpg,train,2,0,0,1,0,0,person
538285,000000538285.jpg,train,2,0,5,1,0,1,truck
177838,000000177838.jpg,train,2,0,0,1,0,0,person
177842,000000177842.jpg,train,2,3,0,1,1,0,car+person
521906,000000521906.jpg,train,1,0,0,1,0,0,person
276149,000000276149.jpg,train,14,0,0,1,0,0,person
325302,000000325302.jpg,train,3,1,0,1,1,0,car
374454,000000374454.jpg,train,1,1,4,1,1,1,person
177861,000000177861.jpg,val,4,3,0,1,1,0,car
505542,000000505542.jpg,train,1,2,0,1,1,0,car
30408,000000030408.jpg,train,0,11,0,0,1,0,car
79563,000000079563.jpg,train,3,8,1,1,1,1,car
374490,000000374490.jpg,train,3,2,2,1,1,1,truck
325343,000000325343.jpg,train,1,2,0,1,1,0,car
390879,000000390879.jpg,train,1,1,0,1,1,0,car
390883,000000390883.jpg,train,14,0,1,1,0,1,truck
177896,000000177896.jpg,train,2,0,0,1,0,0,person
456425,000000456425.jpg,train,1,0,0,1,0,0,person
161517,000000161517.jpg,train,2,0,1,1,0,1,truck
423668,000000423668.jpg,train,1,0,0,1,0,0,person
407291,000000407291.jpg,train,6,0,0,1,0,0,person
341756,000000341756.jpg,train,3,1,2,1,1,1,car
538364,000000538364.jpg,val,10,4,0,1,1,0,car
63230,000000063230.jpg,train,0,2,0,0,1,0,car
145153,000000145153.jpg,train,0,1,1,0,1,1,truck
96008,000000096008.jpg,train,14,0,0,1,0,0,person
423693,000000423693.jpg,train,9,7,0,1,1,0,car
325390,000000325390.jpg,train,8,0,0,1,0,0,person
243472,000000243472.jpg,train,1,12,1,1,1,1,car
194331,000000194331.jpg,train,1,1,3,1,1,1,truck
194336,000000194336.jpg,train,1,4,0,1,1,0,car
161578,000000161578.jpg,train,0,4,2,0,1,1,car+truck
210731,000000210731.jpg,train,1,1,0,1,1,0,car
325418,000000325418.jpg,train,2,11,0,1,1,0,person
96048,000000096048.jpg,train,2,0,0,1,0,0,person
456496,000000456496.jpg,val,1,0,0,1,0,0,person
358200,000000358200.jpg,train,5,4,5,1,1,1,car
390969,000000390969.jpg,train,4,0,2,1,0,1,truck
325444,000000325444.jpg,train,0,3,0,0,1,0,car
194372,000000194372.jpg,train,1,0,0,1,0,0,person
538444,000000538444.jpg,train,5,6,0,1,1,0,car
554828,000000554828.jpg,train,1,12,3,1,1,1,car
341838,000000341838.jpg,train,4,2,0,1,1,0,car
407378,000000407378.jpg,train,0,7,3,0,1,1,car
522066,000000522066.jpg,train,6,4,2,1,1,1,truck
538454,000000538454.jpg,train,4,1,0,1,1,0,car
538458,000000538458.jpg,val,2,0,1,1,0,1,truck
63330,000000063330.jpg,train,3,0,1,1,0,1,truck
554852,000000554852.jpg,train,14,8,0,1,1,0,car
210789,000000210789.jpg,val,2,0,2,1,0,1,truck
96105,000000096105.jpg,train,13,9,1,1,1,1,car
341868,000000341868.jpg,train,4,0,0,1,0,0,person
472942,000000472942.jpg,train,2,2,2,1,1,1,car+truck
145262,000000145262.jpg,train,1,0,2,1,0,1,truck
145264,000000145264.jpg,train,5,0,1,1,0,1,truck
489333,000000489333.jpg,train,14,0,0,1,0,0,person
309114,000000309114.jpg,train,0,0,1,0,0,1,truck
554875,000000554875.jpg,train,14,0,0,1,0,0,person
227205,000000227205.jpg,train,1,2,1,1,1,1,truck
374666,000000374666.jpg,train,1,0,0,1,0,0,person
210832,000000210832.jpg,train,1,2,1,1,1,1,car
161686,000000161686.jpg,train,1,0,1,1,0,1,truck
472990,000000472990.jpg,train,4,0,0,1,0,0,person
30630,000000030630.jpg,train,2,2,0,1,1,0,car
489385,000000489385.jpg,train,1,4,0,1,1,0,car
210861,000000210861.jpg,train,1,0,2,1,0,1,truck
522160,000000522160.jpg,train,2,0,1,1,0,1,truck
456637,000000456637.jpg,train,1,0,0,1,0,0,person
522175,000000522175.jpg,train,0,0,1,0,0,1,truck
276418,000000276418.jpg,train,1,0,0,1,0,0,person
456648,000000456648.jpg,train,1,2,0,1,1,0,car
79816,000000079816.jpg,train,0,0,1,0,0,1,truck
161738,000000161738.jpg,train,14,12,14,1,1,1,truck
96207,000000096207.jpg,train,1,1,1,1,1,1,truck
260050,000000260050.jpg,train,9,0,2,1,0,1,truck
473045,000000473045.jpg,train,1,0,0,1,0,0,person
112608,000000112608.jpg,train,5,0,0,1,0,0,person
292833,000000292833.jpg,train,3,4,0,1,1,0,car
440298,000000440298.jpg,train,2,1,1,1,1,1,car
227307,000000227307.jpg,train,0,14,0,0,1,0,car
178156,000000178156.jpg,train,0,2,1,0,1,1,truck
358389,000000358389.jpg,train,3,0,0,1,0,0,person
194550,000000194550.jpg,train,2,0,0,1,0,0,person
358391,000000358391.jpg,train,0,10,1,0,1,1,car
571384,000000571384.jpg,train,9,4,0,1,1,0,car
555002,000000555002.jpg,train,14,0,2,1,0,1,person
571389,000000571389.jpg,train,1,0,0,1,0,0,person
145409,000000145409.jpg,train,7,7,0,1,1,0,car
161793,000000161793.jpg,train,3,0,0,1,0,0,person
145411,000000145411.jpg,train,0,2,1,0,1,1,truck
505862,000000505862.jpg,train,10,0,1,1,0,1,truck
47112,000000047112.jpg,val,1,0,0,1,0,0,person
358411,000000358411.jpg,train,1,1,0,1,1,0,person
260110,000000260110.jpg,train,12,0,0,1,0,0,person
473103,000000473103.jpg,train,2,6,1,1,1,1,car
522256,000000522256.jpg,train,3,1,0,1,1,0,car
260116,000000260116.jpg,train,14,0,0,1,0,0,person
374806,000000374806.jpg,train,1,1,1,1,1,1,truck
571415,000000571415.jpg,train,0,0,2,0,0,1,truck
161818,000000161818.jpg,train,2,11,0,1,1,0,car
260123,000000260123.jpg,train,0,8,0,0,1,0,car
440359,000000440359.jpg,train,0,2,0,0,1,0,car
260139,000000260139.jpg,train,2,1,1,1,1,1,truck
178222,000000178222.jpg,train,1,0,0,1,0,0,person
96303,000000096303.jpg,train,1,1,0,1,1,0,car
325681,000000325681.jpg,train,1,0,0,1,0,0,person
407602,000000407602.jpg,train,9,0,0,1,0,0,person
309302,000000309302.jpg,train,1,1,0,1,1,0,person
276539,000000276539.jpg,train,2,1,0,1,1,0,car
96315,000000096315.jpg,train,0,13,0,0,1,0,car
161856,000000161856.jpg,train,2,0,0,1,0,0,person
178242,000000178242.jpg,train,2,2,0,1,1,0,car
391235,000000391235.jpg,train,1,0,0,1,0,0,person
63556,000000063556.jpg,train,12,8,3,1,1,1,car
309316,000000309316.jpg,train,1,1,1,1,1,1,car
571462,000000571462.jpg,train,0,1,0,0,1,0,car
440390,000000440390.jpg,train,11,2,0,1,1,0,car
112720,000000112720.jpg,train,3,0,0,1,0,0,person
505939,000000505939.jpg,train,4,0,0,1,0,0,person
79957,000000079957.jpg,train,2,0,0,1,0,0,person
505942,000000505942.jpg,val,2,1,0,1,1,0,car
47189,000000047189.jpg,train,14,0,2,1,0,1,truck
325720,000000325720.jpg,train,3,5,3,1,1,1,car
211033,000000211033.jpg,train,14,0,0,1,0,0,person
358494,000000358494.jpg,train,0,0,1,0,0,1,truck
96351,000000096351.jpg,train,1,7,1,1,1,1,truck
555109,000000555109.jpg,train,1,1,0,1,1,0,person
473190,000000473190.jpg,train,0,1,0,0,1,0,car
211047,000000211047.jpg,train,1,5,0,1,1,0,car
30822,000000030822.jpg,train,4,0,0,1,0,0,person
505962,000000505962.jpg,train,14,2,0,1,1,0,car
129133,000000129133.jpg,train,13,3,1,1,1,1,truck
194669,000000194669.jpg,train,4,0,2,1,0,1,truck
505967,000000505967.jpg,train,9,13,2,1,1,1,truck
243825,000000243825.jpg,train,11,2,2,1,1,1,truck
194676,000000194676.jpg,train,0,0,1,0,0,1,truck
276597,000000276597.jpg,train,4,4,2,1,1,1,truck
571516,000000571516.jpg,train,4,1,0,1,1,0,car
505980,000000505980.jpg,train,2,0,0,1,0,0,person
211071,000000211071.jpg,train,2,9,0,1,1,0,car
145538,000000145538.jpg,train,13,5,2,1,1,1,car+truck
391300,000000391300.jpg,train,3,1,1,1,1,1,truck
80010,000000080010.jpg,train,4,0,1,1,0,1,truck
440460,000000440460.jpg,train,5,13,0,1,1,0,car
456845,000000456845.jpg,train,0,2,0,0,1,0,car
260238,000000260238.jpg,train,2,1,0,1,1,0,car
358543,000000358543.jpg,train,2,0,0,1,0,0,person
440461,000000440461.jpg,train,0,0,2,0,0,1,truck
325775,000000325775.jpg,train,0,2,2,0,1,1,truck
407698,000000407698.jpg,train,1,2,0,1,1,0,car
14484,000000014484.jpg,train,0,2,0,0,1,0,car
538779,000000538779.jpg,train,0,3,0,0,1,0,car
47263,000000047263.jpg,train,1,0,1,1,0,1,truck
30880,000000030880.jpg,train,1,0,0,1,0,0,person
145570,000000145570.jpg,train,6,0,1,1,0,1,truck
211108,000000211108.jpg,train,2,0,0,1,0,0,person
260261,000000260261.jpg,val,2,0,1,1,0,1,truck
522406,000000522406.jpg,train,0,10,0,0,1,0,car
342185,000000342185.jpg,train,8,1,0,1,1,0,car
194729,000000194729.jpg,train,0,4,1,0,1,1,truck
456876,000000456876.jpg,train,0,3,1,0,1,1,truck
506030,000000506030.jpg,train,3,0,0,1,0,0,person
47281,000000047281.jpg,train,0,10,1,0,1,1,truck
260276,000000260276.jpg,train,3,0,0,1,0,0,person
227517,000000227517.jpg,train,0,1,0,0,1,0,car
47293,000000047293.jpg,train,0,4,8,0,1,1,car+truck
194752,000000194752.jpg,train,14,4,2,1,1,1,truck
538817,000000538817.jpg,train,1,0,0,1,0,0,person
374977,000000374977.jpg,train,1,1,1,1,1,1,truck
112849,000000112849.jpg,train,8,2,1,1,1,1,person
14546,000000014546.jpg,train,1,0,0,1,0,0,person
440534,000000440534.jpg,train,12,0,1,1,0,1,truck
489687,000000489687.jpg,train,0,1,0,0,1,0,car
309467,000000309467.jpg,val,2,0,0,1,0,0,person
145628,000000145628.jpg,train,0,3,1,0,1,1,truck
30942,000000030942.jpg,train,0,1,0,0,1,0,car
80094,000000080094.jpg,train,1,0,0,1,0,0,person
276707,000000276707.jpg,val,3,1,0,1,1,0,car
129254,000000129254.jpg,train,0,5,0,0,1,0,car
325863,000000325863.jpg,train,2,0,0,1,0,0,person
178407,000000178407.jpg,train,1,1,0,1,1,0,person
178411,000000178411.jpg,train,8,1,1,1,1,1,car+truck
276719,000000276719.jpg,train,13,9,2,1,1,1,car
276720,000000276720.jpg,val,0,3,2,0,1,1,truck
391415,000000391415.jpg,train,0,1,1,0,1,1,car
243962,000000243962.jpg,train,1,3,1,1,1,1,truck
522491,000000522491.jpg,train,5,0,1,1,0,1,truck
162046,000000162046.jpg,train,1,0,2,1,0,1,truck
14591,000000014591.jpg,train,1,0,0,1,0,0,person
424193,000000424193.jpg,train,3,0,1,1,0,1,truck
407812,000000407812.jpg,train,0,2,0,0,1,0,car
293124,000000293124.jpg,train,1,0,0,1,0,0,person
129285,000000129285.jpg,train,1,0,0,1,0,0,person
342279,000000342279.jpg,train,10,0,0,1,0,0,person
47387,000000047387.jpg,train,1,6,0,1,1,0,car
293148,000000293148.jpg,train,1,0,0,1,0,0,person
47394,000000047394.jpg,train,2,0,0,1,0,0,person
522530,000000522530.jpg,train,10,0,1,1,0,1,truck
112938,000000112938.jpg,train,0,1,0,0,1,0,car
260395,000000260395.jpg,train,3,4,0,1,1,0,car
555308,000000555308.jpg,train,4,2,2,1,1,1,car+truck
555309,000000555309.jpg,train,0,8,5,0,1,1,car+truck
47405,000000047405.jpg,train,6,0,1,1,0,1,truck
47407,000000047407.jpg,train,3,5,1,1,1,1,person
358707,000000358707.jpg,train,1,0,1,1,0,1,truck
342323,000000342323.jpg,train,0,4,1,0,1,1,truck
145718,000000145718.jpg,train,7,5,1,1,1,1,truck
260409,000000260409.jpg,train,1,0,0,1,0,0,person
47419,000000047419.jpg,train,4,2,2,1,1,1,truck
358719,000000358719.jpg,train,6,0,0,1,0,0,person
63818,000000063818.jpg,train,14,6,3,1,1,1,truck
325966,000000325966.jpg,train,2,0,0,1,0,0,person
260430,000000260430.jpg,train,4,0,0,1,0,0,person
375133,000000375133.jpg,train,4,0,0,1,0,0,person
457054,000000457054.jpg,train,3,1,2,1,1,1,truck
211294,000000211294.jpg,train,0,0,1,0,0,1,truck
407905,000000407905.jpg,train,1,1,0,1,1,0,person
538977,000000538977.jpg,train,3,0,0,1,0,0,person
129379,000000129379.jpg,train,1,1,0,1,1,0,car
145761,000000145761.jpg,train,5,5,0,1,1,0,person
80231,000000080231.jpg,train,1,6,0,1,1,0,car
244078,000000244078.jpg,train,1,0,0,1,0,0,person
358767,000000358767.jpg,train,1,5,0,1,1,0,car
162161,000000162161.jpg,train,3,0,0,1,0,0,person
391538,000000391538.jpg,train,6,0,0,1,0,0,person
276854,000000276854.jpg,train,14,0,0,1,0,0,person
407927,000000407927.jpg,train,0,5,1,0,1,1,car+truck
391543,000000391543.jpg,train,10,13,1,1,1,1,person
358781,000000358781.jpg,train,8,2,0,1,1,0,car
326014,000000326014.jpg,train,1,1,0,1,1,0,car
276863,000000276863.jpg,train,5,0,0,1,0,0,person
63874,000000063874.jpg,train,3,0,1,1,0,1,person
342403,000000342403.jpg,train,1,1,1,1,1,1,car+person
440707,000000440707.jpg,train,1,2,1,1,1,1,car
489861,000000489861.jpg,train,0,0,1,0,0,1,truck
391561,000000391561.jpg,train,2,0,0,1,0,0,person
31113,000000031113.jpg,train,1,0,0,1,0,0,person
571790,000000571790.jpg,train,0,1,0,0,1,0,car
14740,000000014740.jpg,train,4,0,1,1,0,1,person+truck
293272,000000293272.jpg,train,7,8,3,1,1,1,truck
162204,000000162204.jpg,train,4,1,1,1,1,1,car
293277,000000293277.jpg,train,9,2,1,1,1,1,car
375196,000000375196.jpg,train,1,0,0,1,0,0,person
63906,000000063906.jpg,train,9,7,0,1,1,0,car+person
489890,000000489890.jpg,train,1,1,1,1,1,1,truck
489896,000000489896.jpg,train,12,0,3,1,0,1,truck
571821,000000571821.jpg,train,9,2,0,1,1,0,car
522669,000000522669.jpg,train,8,0,0,1,0,0,person
211384,000000211384.jpg,train,0,0,1,0,0,1,truck
571834,000000571834.jpg,train,8,0,0,1,0,0,person
47548,000000047548.jpg,train,2,0,0,1,0,0,person
63934,000000063934.jpg,train,10,12,2,1,1,1,truck
14791,000000014791.jpg,train,1,0,0,1,0,0,person
539079,000000539079.jpg,train,1,0,0,1,0,0,person
457161,000000457161.jpg,train,10,7,0,1,1,0,car
571848,000000571848.jpg,train,2,2,3,1,1,1,truck
47571,000000047571.jpg,val,2,0,0,1,0,0,person
424404,000000424404.jpg,train,9,0,0,1,0,0,person
178645,000000178645.jpg,train,1,1,0,1,1,0,car
244184,000000244184.jpg,train,0,1,0,0,1,0,car
178651,000000178651.jpg,train,1,2,0,1,1,0,car
571867,000000571867.jpg,train,3,0,0,1,0,0,person
293353,000000293353.jpg,train,1,0,0,1,0,0,person
145898,000000145898.jpg,train,3,1,1,1,1,1,truck
358891,000000358891.jpg,train,1,0,0,1,0,0,person
145903,000000145903.jpg,train,1,1,0,1,1,0,person
276975,000000276975.jpg,train,1,0,1,1,0,1,truck
227825,000000227825.jpg,train,5,2,0,1,1,0,car
489967,000000489967.jpg,train,2,9,1,1,1,1,truck
260595,000000260595.jpg,train,4,7,0,1,1,0,car
539124,000000539124.jpg,train,4,1,1,1,1,1,truck
358901,000000358901.jpg,train,0,0,1,0,0,1,truck
227830,000000227830.jpg,train,1,3,2,1,1,1,truck
145911,000000145911.jpg,train,12,0,0,1,0,0,person
260604,000000260604.jpg,train,7,14,3,1,1,1,truck
14849,000000014849.jpg,train,1,0,0,1,0,0,person
211458,000000211458.jpg,train,3,2,0,1,1,0,person
47617,000000047617.jpg,train,0,0,3,0,0,1,truck
539141,000000539141.jpg,train,0,0,5,0,0,1,truck
408071,000000408071.jpg,train,1,2,0,1,1,0,car
358921,000000358921.jpg,train,2,0,0,1,0,0,person
489995,000000489995.jpg,train,0,1,1,0,1,1,truck
195086,000000195086.jpg,train,1,0,0,1,0,0,person
64015,000000064015.jpg,train,1,8,1,1,1,1,car
47631,000000047631.jpg,train,1,6,1,1,1,1,truck
555537,000000555537.jpg,train,2,5,1,1,1,1,car
326168,000000326168.jpg,train,14,2,0,1,1,0,car
145945,000000145945.jpg,train,3,2,0,1,1,0,car
14874,000000014874.jpg,train,1,0,0,1,0,0,person
571931,000000571931.jpg,train,3,3,0,1,1,0,car
14876,000000014876.jpg,train,1,1,0,1,1,0,car
555549,000000555549.jpg,train,0,3,1,0,1,1,truck
506401,000000506401.jpg,train,3,2,1,1,1,1,car
309795,000000309795.jpg,train,2,0,1,1,0,1,truck
